v1,v2,weight
1678,758,1
1678,3846,1
1678,3855,1
1678,1809,1
1678,2836,1
1678,2335,1
1678,29986,1
1678,5934,1
1678,4423,1
1678,35145,1
1678,4427,1
1678,2389,1
1678,43864,1
1678,345,1
1678,34652,1
1678,56686,1
1678,900,1
1678,37783,1
1678,18844,1
1678,34210,1
1678,951,1
1678,963,1
1678,3012,1
1678,9158,1
1678,981,1
1678,66026,1
4245,528,1
4245,4630,1
4245,8218,1
4245,539,2
4245,46108,1
4245,52254,1
4245,6268,1
4245,638,1
4245,50822,1
4245,4246,1
4245,4251,1
4245,7838,1
4245,4257,1
4245,677,1
4245,4273,1
4245,4284,1
4245,4287,1
4245,44744,1
4245,4296,1
4245,4311,1
4245,738,1
4245,9965,1
4245,758,1
4245,5934,1
4245,4423,2
4245,4427,1
4245,43864,1
4245,56686,1
4245,900,1
4245,951,1
4245,963,1
4245,9158,1
4245,981,1
4245,66026,1
4246,528,1
4246,4630,1
4246,8218,1
4246,539,1
4246,46108,1
4246,52254,1
4246,6268,1
4246,638,1
4246,50822,1
4246,4251,1
4246,7838,1
4246,4257,1
4246,677,1
4246,4273,1
4246,4284,1
4246,4287,1
4246,44744,1
4246,4296,1
4246,4311,1
4246,738,1
4246,9965,1
4246,758,1
4246,5934,1
4246,4423,1
4246,4427,1
4246,43864,1
4246,56686,1
4246,900,1
4246,951,1
4246,963,1
4246,9158,1
4246,981,1
4246,66026,1
1177,28175,1
1177,528,1
1177,4630,1
1177,8218,1
1177,539,1
1177,46108,1
1177,52254,1
1177,4133,1
1177,4136,1
1177,4137,1
1177,2090,1
1177,4145,1
1177,4148,1
1177,4155,1
1177,4156,1
1177,4160,1
1177,11841,1
1177,4163,1
1177,4169,1
1177,4170,1
1177,4172,1
1177,3149,1
1177,32846,1
1177,31313,1
1177,4181,1
1177,4184,1
1177,3161,1
1177,3174,1
1177,4204,1
1177,4211,1
1177,6268,1
1177,39037,1
1177,638,1
1177,1667,1
1177,4228,1
1177,50822,1
1177,4232,1
1177,4233,1
1177,1678,1
1177,4245,1
1177,4246,1
1177,1690,1
1177,4251,1
1177,7838,1
1177,4257,1
1177,677,1
1177,1190,1
1177,29863,1
1177,1195,1
1177,177,1
1177,4273,1
1177,4284,1
1177,188,1
1177,4287,1
1177,41154,1
1177,44744,1
1177,4296,1
1177,2253,1
1177,2257,1
1177,1749,1
1177,4311,1
1177,1248,1
1177,738,1
1177,29415,1
1177,9965,1
1177,1777,1
1177,758,1
1177,3846,1
1177,3855,1
1177,1809,1
1177,2836,1
1177,2335,1
1177,29986,1
1177,5934,1
1177,4423,1
1177,35145,1
1177,4427,1
1177,1357,1
1177,2389,1
1177,43864,1
1177,345,1
1177,34652,1
1177,56686,1
1177,1395,1
1177,1400,1
1177,900,1
1177,1413,1
1177,37783,1
1177,18844,1
1177,34210,1
1177,951,1
1177,1465,1
1177,963,1
1177,3012,1
1177,9158,1
1177,981,1
1177,1511,1
1177,66026,1
1690,28175,1
1690,528,1
1690,4630,1
1690,8218,1
1690,539,1
1690,46108,1
1690,52254,1
1690,4133,1
1690,4136,1
1690,4137,1
1690,2090,1
1690,4145,1
1690,4148,1
1690,4155,1
1690,4156,1
1690,4160,1
1690,4163,1
1690,4169,1
1690,4170,1
1690,4172,1
1690,3149,1
1690,32846,1
1690,31313,1
1690,4181,1
1690,4184,1
1690,3161,1
1690,3174,1
1690,4204,1
1690,4211,1
1690,6268,1
1690,39037,1
1690,638,1
1690,4228,1
1690,50822,1
1690,4232,1
1690,4233,1
1690,4245,1
1690,4246,1
1690,4251,1
1690,7838,1
1690,4257,1
1690,677,1
1690,29863,1
1690,177,1
1690,4273,1
1690,4284,1
1690,188,1
1690,4287,1
1690,41154,1
1690,44744,1
1690,4296,1
1690,2253,1
1690,2257,1
1690,1749,1
1690,4311,1
1690,738,1
1690,29415,1
1690,9965,1
1690,1777,1
1690,758,1
1690,3846,1
1690,3855,1
1690,1809,1
1690,2836,1
1690,2335,1
1690,29986,1
1690,5934,1
1690,4423,1
1690,35145,1
1690,4427,1
1690,2389,1
1690,43864,1
1690,345,1
1690,34652,1
1690,56686,1
1690,900,1
1690,37783,1
1690,18844,1
1690,34210,1
1690,951,1
1690,963,1
1690,3012,1
1690,9158,1
1690,981,1
1690,66026,1
4251,528,1
4251,4630,1
4251,8218,1
4251,539,1
4251,46108,1
4251,52254,1
4251,6268,1
4251,638,1
4251,50822,1
4251,7838,1
4251,4257,1
4251,677,1
4251,4273,1
4251,4284,1
4251,4287,1
4251,44744,1
4251,4296,1
4251,4311,1
4251,738,1
4251,9965,1
4251,758,1
4251,5934,1
4251,4423,1
4251,4427,1
4251,43864,1
4251,56686,1
4251,900,1
4251,951,1
4251,963,1
4251,9158,1
4251,981,1
4251,66026,1
7838,8218,1
7838,9965,1
7838,900,1
7838,951,1
7838,963,1
7838,9158,1
7838,981,1
4257,528,1
4257,4630,1
4257,8218,1
4257,539,1
4257,46108,1
4257,52254,1
4257,6268,1
4257,638,1
4257,50822,1
4257,7838,1
4257,677,1
4257,4273,1
4257,4284,1
4257,4287,1
4257,44744,1
4257,4296,1
4257,4311,1
4257,738,1
4257,9965,1
4257,758,1
4257,5934,1
4257,4423,1
4257,4427,1
4257,43864,1
4257,56686,1
4257,900,1
4257,951,1
4257,963,1
4257,9158,1
4257,981,1
4257,66026,1
677,8218,1
677,7838,1
677,738,1
677,9965,1
677,758,1
677,900,1
677,951,1
677,963,1
677,9158,1
677,981,1
1190,28175,1
1190,528,1
1190,4630,1
1190,8218,1
1190,539,1
1190,46108,1
1190,52254,1
1190,4133,1
1190,4136,1
1190,4137,1
1190,2090,1
1190,4145,1
1190,4148,1
1190,4155,1
1190,4156,1
1190,4160,1
1190,4163,1
1190,4169,1
1190,4170,1
1190,4172,1
1190,3149,1
1190,32846,1
1190,31313,1
1190,4181,1
1190,4184,1
1190,3161,1
1190,3174,1
1190,4204,1
1190,4211,1
1190,6268,1
1190,39037,1
1190,638,1
1190,1667,1
1190,4228,1
1190,50822,1
1190,4232,1
1190,4233,1
1190,1678,1
1190,4245,1
1190,4246,1
1190,1690,1
1190,4251,1
1190,7838,1
1190,4257,1
1190,677,1
1190,29863,1
1190,1195,1
1190,177,1
1190,4273,1
1190,4284,1
1190,188,1
1190,4287,1
1190,41154,1
1190,44744,1
1190,4296,1
1190,2253,1
1190,1232,1
1190,2257,1
1190,1749,1
1190,4311,1
1190,1248,1
1190,738,1
1190,29415,1
1190,9965,1
1190,1777,1
1190,758,1
1190,3846,1
1190,3855,1
1190,1809,1
1190,2836,1
1190,2335,1
1190,29986,1
1190,5934,1
1190,4423,1
1190,35145,1
1190,4427,1
1190,1357,1
1190,2389,1
1190,43864,1
1190,345,1
1190,34652,1
1190,56686,1
1190,1395,1
1190,1400,1
1190,900,1
1190,1413,1
1190,37783,1
1190,18844,1
1190,34210,1
1190,951,1
1190,1465,1
1190,963,1
1190,3012,1
1190,9158,1
1190,981,1
1190,1511,1
1190,66026,1
29863,528,1
29863,4630,1
29863,8218,1
29863,539,1
29863,46108,1
29863,52254,1
29863,4133,1
29863,4136,1
29863,4137,1
29863,4145,1
29863,4148,1
29863,4155,1
29863,4156,1
29863,4160,1
29863,4163,1
29863,4169,1
29863,4170,1
29863,4172,1
29863,3149,1
29863,32846,1
29863,31313,1
29863,4181,1
29863,4184,1
29863,3161,1
29863,3174,1
29863,4204,1
29863,4211,1
29863,6268,1
29863,39037,1
29863,638,1
29863,4228,1
29863,50822,1
29863,4232,1
29863,4233,1
29863,4245,1
29863,4246,1
29863,4251,1
29863,7838,1
29863,4257,1
29863,677,1
29863,4273,1
29863,4284,1
29863,4287,1
29863,41154,1
29863,44744,1
29863,4296,1
29863,4311,1
29863,738,1
29863,9965,1
29863,758,1
29863,3846,1
29863,3855,1
29863,29986,1
29863,5934,1
29863,4423,1
29863,35145,1
29863,4427,1
29863,43864,1
29863,345,1
29863,34652,1
29863,56686,1
29863,900,1
29863,37783,1
29863,34210,1
29863,951,1
29863,963,1
29863,3012,1
29863,9158,1
29863,981,1
29863,66026,1
1195,28175,1
1195,528,1
1195,4630,1
1195,8218,1
1195,539,1
1195,46108,1
1195,52254,1
1195,4133,1
1195,4136,1
1195,4137,1
1195,2090,1
1195,4145,1
1195,4148,1
1195,4155,1
1195,4156,1
1195,4160,1
1195,4163,1
1195,4169,1
1195,4170,1
1195,4172,1
1195,3149,1
1195,32846,1
1195,31313,1
1195,4181,1
1195,4184,1
1195,3161,1
1195,3174,1
1195,4204,1
1195,4211,1
1195,6268,1
1195,39037,1
1195,638,1
1195,1667,1
1195,4228,1
1195,50822,1
1195,4232,1
1195,4233,1
1195,1678,1
1195,4245,3
1195,4246,1
1195,1690,1
1195,4251,1
1195,7838,1
1195,4257,1
1195,677,1
1195,29863,1
1195,177,1
1195,4273,1
1195,4284,1
1195,188,1
1195,4287,1
1195,41154,1
1195,44744,1
1195,4296,1
1195,2253,1
1195,1232,1
1195,2257,1
1195,1749,1
1195,4311,1
1195,1248,1
1195,738,1
1195,29415,1
1195,9965,1
1195,1777,1
1195,758,1
1195,3846,1
1195,3855,1
1195,1809,1
1195,2836,1
1195,2335,1
1195,29986,1
1195,5934,1
1195,4423,1
1195,35145,1
1195,4427,1
1195,1357,1
1195,2389,1
1195,43864,1
1195,345,2
1195,34652,1
1195,56686,1
1195,1395,1
1195,1400,1
1195,900,1
1195,1413,1
1195,37783,1
1195,18844,1
1195,34210,1
1195,951,1
1195,1465,1
1195,963,1
1195,3012,1
1195,9158,1
1195,981,1
1195,1511,1
1195,66026,1
177,28175,1
177,528,1
177,4630,1
177,8218,1
177,539,1
177,46108,1
177,52254,1
177,4133,1
177,4136,1
177,4137,1
177,2090,1
177,4145,1
177,4148,1
177,4155,1
177,4156,1
177,4160,1
177,4163,1
177,4169,1
177,4170,1
177,4172,1
177,3149,1
177,32846,1
177,31313,1
177,4181,1
177,4184,1
177,3161,1
177,3174,1
177,4204,1
177,4211,1
177,6268,1
177,39037,1
177,638,1
177,4228,1
177,50822,1
177,4232,1
177,4233,1
177,4245,1
177,4246,1
177,4251,1
177,7838,1
177,4257,1
177,677,1
177,29863,1
177,4273,1
177,4284,1
177,188,1
177,4287,1
177,41154,1
177,44744,1
177,4296,1
177,2253,1
177,2257,1
177,4311,1
177,738,1
177,29415,1
177,9965,1
177,1777,1
177,758,1
177,3846,1
177,3855,1
177,1809,1
177,2836,1
177,2335,1
177,29986,1
177,5934,1
177,4423,1
177,35145,1
177,4427,1
177,2389,1
177,43864,1
177,345,1
177,34652,1
177,56686,1
177,900,1
177,37783,1
177,18844,1
177,34210,1
177,951,1
177,963,1
177,3012,1
177,9158,1
177,981,1
177,66026,1
4273,528,1
4273,4630,1
4273,8218,1
4273,539,1
4273,46108,1
4273,52254,1
4273,6268,1
4273,638,1
4273,50822,1
4273,7838,1
4273,677,1
4273,4284,1
4273,4287,1
4273,44744,1
4273,4296,1
4273,4311,1
4273,738,1
4273,9965,1
4273,758,1
4273,5934,1
4273,4423,1
4273,4427,1
4273,43864,1
4273,56686,1
4273,900,1
4273,951,1
4273,963,1
4273,9158,1
4273,981,1
4273,66026,1
4284,528,1
4284,4630,1
4284,8218,1
4284,539,1
4284,46108,1
4284,52254,1
4284,6268,1
4284,638,1
4284,50822,1
4284,7838,1
4284,677,1
4284,4287,1
4284,44744,1
4284,4296,1
4284,4311,1
4284,738,1
4284,9965,1
4284,758,1
4284,5934,1
4284,4423,1
4284,4427,1
4284,43864,1
4284,56686,1
4284,900,1
4284,951,1
4284,963,1
4284,9158,1
4284,981,1
4284,66026,1
188,28175,1
188,528,1
188,4630,1
188,8218,1
188,539,1
188,46108,1
188,52254,1
188,4133,1
188,4136,1
188,4137,1
188,2090,1
188,4145,1
188,4148,1
188,4155,1
188,4156,1
188,4160,1
188,4163,1
188,4170,1
188,4172,1
188,3149,1
188,32846,1
188,31313,1
188,4181,1
188,4184,1
188,3161,1
188,3174,1
188,4204,1
188,4211,1
188,6268,1
188,39037,1
188,638,1
188,4228,1
188,50822,1
188,4232,1
188,4233,1
188,4245,1
188,4246,1
188,4251,1
188,7838,1
188,4257,1
188,677,1
188,29863,1
188,4273,1
188,4284,1
188,4287,1
188,41154,1
188,44744,1
188,4296,1
188,2253,1
188,2257,1
188,4311,1
188,738,1
188,29415,1
188,9965,1
188,758,1
188,3846,1
188,3855,1
188,2836,1
188,2335,1
188,29986,1
188,5934,1
188,35145,1
188,4427,2
188,2389,1
188,43864,1
188,345,2
188,34652,1
188,56686,1
188,900,1
188,37783,1
188,18844,1
188,34210,1
188,951,1
188,963,1
188,3012,1
188,9158,1
188,981,1
188,66026,1
4287,528,1
4287,4630,1
4287,8218,1
4287,539,1
4287,46108,1
4287,52254,1
4287,6268,1
4287,638,1
4287,50822,1
4287,7838,1
4287,677,1
4287,44744,1
4287,4296,1
4287,4311,1
4287,738,1
4287,9965,1
4287,758,1
4287,5934,1
4287,4423,1
4287,4427,1
4287,43864,1
4287,56686,1
4287,900,1
4287,951,1
4287,963,1
4287,9158,1
4287,981,1
4287,66026,1
41154,528,1
41154,4630,1
41154,8218,1
41154,539,1
41154,46108,1
41154,52254,1
41154,4133,1
41154,4136,1
41154,4137,1
41154,4145,1
41154,4148,1
41154,4155,1
41154,4156,1
41154,4160,1
41154,4163,1
41154,4169,1
41154,4170,1
41154,4172,1
41154,4181,1
41154,4184,1
41154,4204,1
41154,4211,1
41154,6268,1
41154,638,1
41154,4228,2
41154,50822,1
41154,4232,1
41154,4233,1
41154,4245,1
41154,4246,1
41154,4251,1
41154,7838,1
41154,4257,1
41154,677,1
41154,4273,1
41154,4284,1
41154,4287,1
41154,44744,1
41154,4296,1
41154,4311,1
41154,738,2
41154,9965,1
41154,758,1
41154,5934,1
41154,4423,1
41154,4427,1
41154,43864,1
41154,56686,1
41154,900,1
41154,951,1
41154,963,1
41154,9158,1
41154,981,1
41154,66026,1
44744,528,1
44744,4630,1
44744,8218,1
44744,539,1
44744,46108,1
44744,52254,1
44744,6268,1
44744,638,1
44744,50822,1
44744,7838,1
44744,677,1
44744,738,1
44744,9965,1
44744,758,1
44744,5934,1
44744,56686,1
44744,900,1
44744,951,1
44744,963,1
44744,9158,1
44744,981,1
44744,66026,1
4296,528,1
4296,4630,1
4296,8218,1
4296,539,1
4296,46108,1
4296,52254,1
4296,6268,1
4296,638,1
4296,50822,1
4296,7838,1
4296,677,1
4296,44744,1
4296,4311,1
4296,738,1
4296,9965,1
4296,758,1
4296,5934,1
4296,4423,1
4296,4427,1
4296,43864,1
4296,56686,1
4296,900,1
4296,951,1
4296,963,1
4296,9158,1
4296,981,1
4296,66026,1
2253,28175,1
2253,528,1
2253,4630,1
2253,8218,1
2253,539,1
2253,46108,1
2253,52254,1
2253,4133,1
2253,4136,1
2253,4137,1
2253,4145,1
2253,4148,1
2253,4155,1
2253,4156,1
2253,4160,1
2253,4163,1
2253,4169,1
2253,4170,1
2253,4172,2
2253,3149,1
2253,32846,1
2253,31313,1
2253,4181,1
2253,4184,1
2253,3161,1
2253,3174,1
2253,4204,1
2253,4211,1
2253,6268,1
2253,39037,1
2253,638,1
2253,4228,1
2253,50822,1
2253,4232,1
2253,4233,1
2253,4245,1
2253,4246,1
2253,4251,1
2253,7838,1
2253,4257,1
2253,677,1
2253,29863,1
2253,4273,1
2253,4284,1
2253,4287,1
2253,41154,1
2253,44744,1
2253,4296,1
2253,2257,1
2253,4311,1
2253,738,1
2253,29415,1
2253,9965,1
2253,758,1
2253,3846,1
2253,3855,1
2253,2836,1
2253,2335,1
2253,29986,1
2253,5934,1
2253,4423,1
2253,35145,1
2253,4427,1
2253,2389,1
2253,43864,1
2253,345,1
2253,34652,1
2253,56686,1
2253,900,1
2253,37783,1
2253,34210,1
2253,951,1
2253,963,1
2253,3012,1
2253,9158,1
2253,981,1
2253,66026,1
1232,28175,1
1232,4630,1
1232,8218,1
1232,539,1
1232,46108,1
1232,52254,1
1232,4133,1
1232,4136,1
1232,4137,1
1232,2090,1
1232,4145,1
1232,4148,1
1232,4156,1
1232,4160,1
1232,4163,1
1232,4169,1
1232,4170,1
1232,4172,1
1232,3149,1
1232,32846,1
1232,31313,1
1232,4181,1
1232,4184,1
1232,3161,1
1232,3174,1
1232,4204,1
1232,4211,1
1232,6268,1
1232,39037,1
1232,638,1
1232,1667,1
1232,4228,1
1232,50822,1
1232,4232,1
1232,4233,1
1232,1678,1
1232,4245,1
1232,4246,1
1232,1690,1
1232,4251,1
1232,7838,1
1232,4257,1
1232,677,1
1232,29863,1
1232,177,2
1232,4273,1
1232,4284,1
1232,188,3
1232,4287,1
1232,41154,1
1232,44744,1
1232,4296,1
1232,2253,1
1232,2257,1
1232,1749,1
1232,4311,1
1232,1248,1
1232,29415,1
1232,9965,1
1232,1777,1
1232,758,1
1232,3846,1
1232,1809,2
1232,2335,1
1232,29986,1
1232,5934,1
1232,35145,1
1232,1357,1
1232,2389,1
1232,43864,1
1232,34652,1
1232,56686,1
1232,1395,1
1232,1400,1
1232,900,1
1232,37783,1
1232,18844,1
1232,34210,1
1232,951,1
1232,1465,1
1232,963,1
1232,3012,1
1232,9158,1
1232,981,1
1232,1511,1
1232,66026,1
2257,28175,1
2257,528,1
2257,4630,1
2257,8218,1
2257,539,1
2257,46108,1
2257,52254,1
2257,4133,1
2257,4136,1
2257,4137,1
2257,4145,1
2257,4148,1
2257,4155,1
2257,4156,1
2257,4160,1
2257,4163,1
2257,4169,1
2257,4170,1
2257,4172,1
2257,3149,1
2257,32846,1
2257,31313,1
2257,4181,1
2257,4184,1
2257,3161,1
2257,3174,1
2257,4204,1
2257,4211,1
2257,6268,1
2257,39037,1
2257,638,1
2257,4228,1
2257,50822,1
2257,4232,1
2257,4233,1
2257,4245,1
2257,4246,1
2257,4251,1
2257,7838,1
2257,4257,1
2257,677,1
2257,29863,1
2257,4273,1
2257,4284,1
2257,4287,1
2257,41154,1
2257,44744,1
2257,4296,1
2257,4311,1
2257,738,1
2257,29415,1
2257,9965,1
2257,758,1
2257,3846,1
2257,3855,1
2257,2836,1
2257,2335,1
2257,29986,1
2257,5934,1
2257,4423,1
2257,35145,1
2257,4427,1
2257,2389,1
2257,43864,1
2257,345,1
2257,34652,1
2257,56686,1
2257,900,1
2257,37783,1
2257,34210,1
2257,951,1
2257,963,1
2257,3012,1
2257,9158,1
2257,981,1
2257,66026,1
1749,28175,1
1749,528,1
1749,4630,1
1749,8218,1
1749,539,1
1749,46108,1
1749,52254,1
1749,4133,1
1749,4136,1
1749,4137,1
1749,2090,1
1749,4145,1
1749,4148,1
1749,4155,1
1749,4156,1
1749,4160,1
1749,4163,1
1749,4169,1
1749,4170,1
1749,4172,1
1749,3149,1
1749,32846,1
1749,31313,1
1749,4181,1
1749,4184,1
1749,3161,1
1749,3174,1
1749,4204,1
1749,4211,1
1749,6268,1
1749,39037,1
1749,638,1
1749,4228,1
1749,50822,1
1749,4232,1
1749,4233,1
1749,4245,1
1749,4246,1
1749,4251,1
1749,7838,1
1749,4257,1
1749,677,1
1749,29863,1
1749,177,1
1749,4273,1
1749,4284,1
1749,188,1
1749,4287,1
1749,41154,1
1749,44744,1
1749,4296,1
1749,2253,1
1749,2257,1
1749,4311,1
1749,738,1
1749,29415,1
1749,9965,1
1749,1777,1
1749,758,1
1749,3846,1
1749,3855,1
1749,1809,1
1749,2836,1
1749,2335,1
1749,29986,1
1749,5934,1
1749,4423,1
1749,35145,1
1749,4427,1
1749,2389,1
1749,43864,1
1749,345,1
1749,34652,1
1749,56686,1
1749,900,1
1749,37783,1
1749,18844,1
1749,34210,1
1749,951,1
1749,963,1
1749,3012,1
1749,9158,1
1749,981,1
1749,66026,1
4311,528,1
4311,4630,1
4311,8218,1
4311,539,1
4311,46108,1
4311,52254,1
4311,6268,1
4311,638,1
4311,50822,1
4311,7838,1
4311,677,1
4311,44744,1
4311,738,1
4311,9965,1
4311,758,1
4311,5934,1
4311,4423,1
4311,4427,1
4311,43864,1
4311,56686,1
4311,900,1
4311,951,1
4311,963,1
4311,9158,1
4311,981,1
4311,66026,1
1248,28175,1
1248,528,1
1248,4630,1
1248,8218,1
1248,539,1
1248,46108,1
1248,52254,1
1248,4133,1
1248,4136,1
1248,4137,1
1248,2090,1
1248,4145,1
1248,4148,1
1248,4155,1
1248,4156,1
1248,4160,1
1248,4163,1
1248,4169,1
1248,4170,1
1248,4172,1
1248,3149,1
1248,32846,1
1248,31313,1
1248,4181,1
1248,4184,1
1248,3161,1
1248,3174,1
1248,4204,1
1248,4211,1
1248,6268,1
1248,39037,1
1248,638,1
1248,1667,1
1248,4228,1
1248,50822,1
1248,4232,1
1248,4233,1
1248,1678,1
1248,4245,1
1248,4246,1
1248,1690,1
1248,4251,1
1248,7838,1
1248,4257,1
1248,677,1
1248,29863,1
1248,177,1
1248,4273,1
1248,4284,1
1248,188,1
1248,4287,1
1248,41154,1
1248,44744,1
1248,4296,1
1248,2253,1
1248,2257,1
1248,1749,1
1248,4311,1
1248,738,1
1248,29415,1
1248,9965,1
1248,1777,1
1248,758,1
1248,3846,1
1248,3855,1
1248,1809,1
1248,2836,1
1248,2335,1
1248,29986,1
1248,5934,1
1248,4423,1
1248,35145,1
1248,4427,1
1248,1357,1
1248,2389,1
1248,43864,1
1248,345,1
1248,34652,1
1248,56686,1
1248,1395,1
1248,1400,1
1248,900,1
1248,1413,1
1248,37783,1
1248,18844,1
1248,34210,1
1248,951,1
1248,1465,1
1248,963,1
1248,3012,1
1248,9158,1
1248,981,1
1248,1511,1
1248,66026,1
738,8218,1
738,7838,1
738,9965,1
738,758,1
738,900,1
738,951,1
738,963,1
738,9158,1
738,981,1
29415,528,1
29415,4630,1
29415,8218,1
29415,539,1
29415,46108,1
29415,52254,1
29415,4133,1
29415,4136,1
29415,4137,1
29415,4145,1
29415,4148,1
29415,4155,1
29415,4156,1
29415,4160,1
29415,4163,1
29415,4169,1
29415,4170,1
29415,4172,1
29415,3149,1
29415,32846,1
29415,31313,1
29415,4181,1
29415,4184,1
29415,3161,1
29415,3174,1
29415,4204,1
29415,4211,1
29415,6268,1
29415,39037,1
29415,638,1
29415,4228,1
29415,50822,1
29415,4232,1
29415,4233,1
29415,4245,1
29415,4246,1
29415,4251,1
29415,7838,1
29415,4257,1
29415,677,1
29415,29863,1
29415,4273,1
29415,4284,1
29415,4287,1
29415,41154,1
29415,44744,1
29415,4296,1
29415,4311,1
29415,738,1
29415,9965,1
29415,758,1
29415,3846,1
29415,3855,1
29415,29986,1
29415,5934,1
29415,4423,1
29415,35145,1
29415,4427,1
29415,43864,1
29415,345,1
29415,34652,1
29415,56686,1
29415,900,1
29415,37783,1
29415,34210,1
29415,951,1
29415,963,1
29415,3012,1
29415,9158,1
29415,981,1
29415,66026,1
1777,28175,1
1777,528,1
1777,4630,1
1777,8218,1
1777,539,1
1777,46108,1
1777,52254,1
1777,4133,1
1777,4136,1
1777,4137,1
1777,2090,1
1777,4145,1
1777,4148,1
1777,4155,1
1777,4156,1
1777,4160,1
1777,4163,1
1777,4169,1
1777,4170,1
1777,4172,1
1777,3149,1
1777,32846,1
1777,31313,1
1777,4181,1
1777,4184,1
1777,3161,1
1777,3174,1
1777,4204,1
1777,4211,1
1777,6268,1
1777,39037,1
1777,638,1
1777,4228,1
1777,50822,1
1777,4232,1
1777,4233,1
1777,4245,1
1777,4246,1
1777,4251,1
1777,7838,1
1777,4257,1
1777,677,1
1777,29863,1
1777,4273,1
1777,4284,1
1777,188,1
1777,4287,1
1777,41154,1
1777,44744,1
1777,4296,1
1777,2253,1
1777,2257,1
1777,4311,1
1777,738,1
1777,29415,1
1777,9965,1
1777,758,1
1777,3846,1
1777,3855,1
1777,1809,1
1777,2836,1
1777,2335,1
1777,29986,1
1777,5934,1
1777,4423,1
1777,35145,1
1777,4427,1
1777,2389,1
1777,43864,1
1777,345,1
1777,34652,1
1777,56686,1
1777,900,1
1777,37783,1
1777,18844,1
1777,34210,1
1777,951,1
1777,963,1
1777,3012,1
1777,9158,1
1777,981,1
1777,66026,1
758,8218,1
758,7838,1
758,9965,1
758,900,1
758,951,1
758,963,1
758,9158,1
758,981,1
3846,528,1
3846,4630,1
3846,8218,1
3846,539,1
3846,46108,1
3846,52254,1
3846,4133,1
3846,4136,1
3846,4137,1
3846,4145,1
3846,4148,1
3846,4155,1
3846,4156,1
3846,4160,1
3846,4163,1
3846,4169,1
3846,4170,1
3846,4172,1
3846,4181,1
3846,4184,1
3846,4204,1
3846,4211,1
3846,6268,1
3846,39037,1
3846,638,1
3846,4228,1
3846,50822,1
3846,4232,1
3846,4233,1
3846,4245,1
3846,4246,1
3846,4251,1
3846,7838,1
3846,4257,1
3846,677,1
3846,4273,1
3846,4284,1
3846,4287,1
3846,41154,1
3846,44744,1
3846,4296,1
3846,4311,1
3846,738,1
3846,9965,1
3846,758,1
3846,3855,1
3846,5934,1
3846,4423,1
3846,4427,1
3846,43864,1
3846,56686,1
3846,900,1
3846,951,1
3846,963,1
3846,9158,1
3846,981,1
3846,66026,1
3855,528,1
3855,4630,1
3855,8218,1
3855,539,1
3855,46108,1
3855,52254,1
3855,4133,1
3855,4136,1
3855,4137,1
3855,4145,1
3855,4148,1
3855,4155,1
3855,4156,1
3855,4160,1
3855,4163,1
3855,4169,1
3855,4170,1
3855,4172,1
3855,4181,1
3855,4184,1
3855,4204,1
3855,4211,1
3855,6268,1
3855,39037,1
3855,638,1
3855,4228,1
3855,50822,1
3855,4232,1
3855,4233,1
3855,4245,1
3855,4246,1
3855,4251,1
3855,7838,1
3855,4257,1
3855,677,1
3855,4273,1
3855,4284,1
3855,4287,1
3855,41154,1
3855,44744,1
3855,4296,1
3855,4311,1
3855,738,1
3855,9965,1
3855,758,1
3855,5934,1
3855,4423,1
3855,43864,1
3855,56686,1
3855,900,1
3855,951,1
3855,963,1
3855,9158,1
3855,981,1
3855,66026,1
1809,28175,1
1809,528,2
1809,4630,1
1809,8218,1
1809,539,1
1809,46108,1
1809,52254,1
1809,4133,1
1809,4136,1
1809,4137,1
1809,2090,1
1809,4145,1
1809,4148,1
1809,4155,1
1809,4156,1
1809,4160,1
1809,4163,1
1809,4169,1
1809,4170,1
1809,4172,1
1809,3149,1
1809,32846,1
1809,31313,1
1809,4181,1
1809,4184,1
1809,3161,1
1809,3174,1
1809,4204,1
1809,4211,1
1809,6268,1
1809,39037,1
1809,638,1
1809,4228,1
1809,50822,1
1809,4232,1
1809,4233,1
1809,4245,1
1809,4246,1
1809,4251,1
1809,7838,1
1809,4257,1
1809,677,1
1809,29863,1
1809,4273,1
1809,4284,1
1809,188,1
1809,4287,1
1809,41154,1
1809,44744,1
1809,4296,1
1809,2253,1
1809,2257,1
1809,4311,1
1809,738,1
1809,29415,1
1809,9965,1
1809,758,1
1809,3846,1
1809,3855,1
1809,2836,1
1809,2335,1
1809,29986,1
1809,5934,1
1809,4423,1
1809,35145,1
1809,4427,1
1809,2389,1
1809,43864,1
1809,345,1
1809,34652,1
1809,56686,1
1809,900,1
1809,37783,1
1809,18844,1
1809,34210,1
1809,951,1
1809,963,1
1809,3012,1
1809,9158,1
1809,981,1
1809,66026,1
2836,528,2
2836,4630,1
2836,8218,1
2836,539,1
2836,46108,1
2836,52254,1
2836,4133,1
2836,4136,1
2836,4137,1
2836,4145,1
2836,4148,1
2836,4155,1
2836,4156,1
2836,4160,1
2836,4163,1
2836,4169,1
2836,4170,1
2836,4172,1
2836,3149,1
2836,32846,1
2836,31313,1
2836,4181,1
2836,4184,1
2836,3161,1
2836,3174,1
2836,4204,1
2836,4211,1
2836,6268,1
2836,39037,1
2836,638,1
2836,4228,1
2836,50822,1
2836,4232,1
2836,4233,1
2836,4245,1
2836,4246,1
2836,4251,1
2836,7838,1
